Date,Hour,ED_Patients
10/6/2019,15,66
10/6/2019,16,59
10/6/2019,17,56
10/6/2019,18,48
10/6/2019,19,53
10/6/2019,20,53
10/6/2019,21,48
10/6/2019,22,35
10/6/2019,23,24
10/7/2019,0,27
10/7/2019,1,25
10/7/2019,2,25
10/7/2019,3,28
10/7/2019,4,23
10/7/2019,5,19
10/7/2019,6,16
10/7/2019,7,12
10/7/2019,8,15
10/7/2019,9,16
10/7/2019,10,24
10/7/2019,11,35
10/7/2019,12,39
10/7/2019,13,50
10/7/2019,14,57
10/7/2019,15,60
10/7/2019,16,65
10/7/2019,17,72
10/7/2019,18,70
10/7/2019,19,68
10/7/2019,20,66
10/7/2019,21,55
10/7/2019,22,41
10/7/2019,23,31
10/8/2019,0,24
10/8/2019,1,21
10/8/2019,2,19
10/8/2019,3,16
10/8/2019,4,14
10/8/2019,5,13
10/8/2019,6,13
10/8/2019,7,13
10/8/2019,8,17
10/8/2019,9,24
10/8/2019,10,31
10/8/2019,11,37
10/8/2019,12,42
10/8/2019,13,47
10/8/2019,14,49
10/8/2019,15,46
10/8/2019,16,42
10/8/2019,17,50
10/8/2019,18,49
10/8/2019,19,45
10/8/2019,20,50
10/8/2019,21,53
10/8/2019,22,49
10/8/2019,23,35
10/9/2019,0,28
10/9/2019,1,26
10/9/2019,2,22
10/9/2019,3,19
10/9/2019,4,19
10/9/2019,5,17
10/9/2019,6,15
10/9/2019,7,18
10/9/2019,8,19
10/9/2019,9,22
10/9/2019,10,25
10/9/2019,11,29
10/9/2019,12,37
10/9/2019,13,37
10/9/2019,14,42
10/9/2019,15,45
10/9/2019,16,45
10/9/2019,17,46
10/9/2019,18,48
10/9/2019,19,49
10/9/2019,20,52
10/9/2019,21,50
10/9/2019,22,52
10/9/2019,23,48
10/10/2019,0,42
10/10/2019,1,30
10/10/2019,2,26
10/10/2019,3,23
10/10/2019,4,20
10/10/2019,5,15
10/10/2019,6,13
10/10/2019,7,14
10/10/2019,8,15
10/10/2019,9,18
10/10/2019,10,23
10/10/2019,11,36
10/10/2019,12,40
10/10/2019,13,48
10/10/2019,14,45
10/10/2019,15,48
10/10/2019,16,48
10/10/2019,17,44
10/10/2019,18,49
10/10/2019,19,48
10/10/2019,20,51
10/10/2019,21,41
10/10/2019,22,40
10/10/2019,23,34
10/11/2019,0,26
10/11/2019,1,21
10/11/2019,2,21
10/11/2019,3,16
10/11/2019,4,13
10/11/2019,5,9
10/11/2019,6,8
10/11/2019,7,5
10/11/2019,8,6
10/11/2019,9,11
10/11/2019,10,20
10/11/2019,11,34
10/11/2019,12,43
10/11/2019,13,44
10/11/2019,14,53
10/11/2019,15,61
10/11/2019,16,64
10/11/2019,17,62
10/11/2019,18,58
10/11/2019,19,62
10/11/2019,20,60
10/11/2019,21,48
10/11/2019,22,44
10/11/2019,23,43
10/12/2019,0,33
10/12/2019,1,23
10/12/2019,2,22
10/12/2019,3,16
10/12/2019,4,13
10/12/2019,5,7
10/12/2019,6,7
10/12/2019,7,6
10/12/2019,8,6
10/12/2019,9,16
10/12/2019,10,27
10/12/2019,11,36
10/12/2019,12,51
10/12/2019,13,53
10/12/2019,14,49
10/12/2019,15,56
10/12/2019,16,50
10/12/2019,17,49
10/12/2019,18,51
10/12/2019,19,48
10/12/2019,20,43
10/12/2019,21,39
10/12/2019,22,32
10/12/2019,23,28
10/13/2019,0,25
10/13/2019,1,29
10/13/2019,2,29
10/13/2019,3,22
10/13/2019,4,20
10/13/2019,5,18
10/13/2019,6,14
10/13/2019,7,10
10/13/2019,8,10
10/13/2019,9,14
10/13/2019,10,19
10/13/2019,11,24
10/13/2019,12,31
10/13/2019,13,37
10/13/2019,14,41
10/13/2019,15,43
10/13/2019,16,44
10/13/2019,17,41
10/13/2019,18,35
10/13/2019,19,40
10/13/2019,20,36
10/13/2019,21,37
10/13/2019,22,28
10/13/2019,23,29
10/14/2019,0,20
10/14/2019,1,13
10/14/2019,2,13
10/14/2019,3,13
10/14/2019,4,9
10/14/2019,5,9
10/14/2019,6,11
10/14/2019,7,7
10/14/2019,8,11
10/14/2019,9,14
10/14/2019,10,18
10/14/2019,11,31
10/14/2019,12,37
10/14/2019,13,44
10/14/2019,14,53
10/14/2019,15,60
10/14/2019,16,68
10/14/2019,17,65
10/14/2019,18,63
10/14/2019,19,71
10/14/2019,20,69
10/14/2019,21,53
10/14/2019,22,43
10/14/2019,23,36
10/15/2019,0,32
10/15/2019,1,29
10/15/2019,2,22
10/15/2019,3,18
10/15/2019,4,14
10/15/2019,5,12
10/15/2019,6,8
10/15/2019,7,9
10/15/2019,8,15
10/15/2019,9,16
10/15/2019,10,25
10/15/2019,11,37
10/15/2019,12,41
10/15/2019,13,43
10/15/2019,14,48
10/15/2019,15,49
10/15/2019,16,54
10/15/2019,17,60
10/15/2019,18,60
10/15/2019,19,53
10/15/2019,20,52
10/15/2019,21,53
10/15/2019,22,47
10/15/2019,23,38
10/16/2019,0,27
10/16/2019,1,26
10/16/2019,2,20
10/16/2019,3,17
10/16/2019,4,17
10/16/2019,5,18
10/16/2019,6,16
10/16/2019,7,17
10/16/2019,8,19
10/16/2019,9,24
10/16/2019,10,41
10/16/2019,11,50
10/16/2019,12,57
10/16/2019,13,65
10/16/2019,14,63
10/16/2019,15,57
10/16/2019,16,59
10/16/2019,17,56
10/16/2019,18,53
10/16/2019,19,48
10/16/2019,20,46
10/16/2019,21,45
10/16/2019,22,37
10/16/2019,23,38
10/17/2019,0,39
10/17/2019,1,34
10/17/2019,2,22
10/17/2019,3,17
10/17/2019,4,12
10/17/2019,5,10
10/17/2019,6,7
10/17/2019,7,8
10/17/2019,8,11
10/17/2019,9,14
10/17/2019,10,23
10/17/2019,11,27
10/17/2019,12,33
10/17/2019,13,44
10/17/2019,14,50
10/17/2019,15,52
10/17/2019,16,58
10/17/2019,17,58
10/17/2019,18,60
10/17/2019,19,61
10/17/2019,20,57
10/17/2019,21,48
10/17/2019,22,41
10/17/2019,23,30
10/18/2019,0,26
10/18/2019,1,20
10/18/2019,2,10
10/18/2019,3,8
10/18/2019,4,8
10/18/2019,5,8
10/18/2019,6,8
10/18/2019,7,9
10/18/2019,8,15
10/18/2019,9,22
10/18/2019,10,23
10/18/2019,11,31
10/18/2019,12,34
10/18/2019,13,45
10/18/2019,14,51
10/18/2019,15,55
10/18/2019,16,54
10/18/2019,17,54
10/18/2019,18,51
10/18/2019,19,49
10/18/2019,20,53
10/18/2019,21,60
10/18/2019,22,54
10/18/2019,23,33
10/19/2019,0,32
10/19/2019,1,19
10/19/2019,2,16
10/19/2019,3,15
10/19/2019,4,16
10/19/2019,5,15
10/19/2019,6,13
10/19/2019,7,11
10/19/2019,8,14
10/19/2019,9,15
10/19/2019,10,22
10/19/2019,11,25
10/19/2019,12,39
10/19/2019,13,35
10/19/2019,14,45
10/19/2019,15,47
10/19/2019,16,42
10/19/2019,17,38
10/19/2019,18,40
10/19/2019,19,41
10/19/2019,20,37
10/19/2019,21,38
10/19/2019,22,29
10/19/2019,23,30
10/20/2019,0,29
10/20/2019,1,28
10/20/2019,2,25
10/20/2019,3,17
10/20/2019,4,16
10/20/2019,5,15
10/20/2019,6,10
10/20/2019,7,10
10/20/2019,8,8
10/20/2019,9,11
10/20/2019,10,18
10/20/2019,11,30
10/20/2019,12,34
10/20/2019,13,42
10/20/2019,14,45
10/20/2019,15,47
10/20/2019,16,46
10/20/2019,17,45
10/20/2019,18,39
10/20/2019,19,36
10/20/2019,20,36
10/20/2019,21,43
10/20/2019,22,44
10/20/2019,23,35
10/21/2019,0,33
10/21/2019,1,23
10/21/2019,2,23
10/21/2019,3,16
10/21/2019,4,6
10/21/2019,5,6
10/21/2019,6,6
10/21/2019,7,10
10/21/2019,8,14
10/21/2019,9,23
10/21/2019,10,40
10/21/2019,11,43
10/21/2019,12,52
10/21/2019,13,64
10/21/2019,14,62
10/21/2019,15,69
10/21/2019,16,71
10/21/2019,17,72
10/21/2019,18,68
10/21/2019,19,72
10/21/2019,20,63
10/21/2019,21,53
10/21/2019,22,45
10/21/2019,23,24
10/22/2019,0,22
10/22/2019,1,24
10/22/2019,2,20
10/22/2019,3,24
10/22/2019,4,23
10/22/2019,5,16
10/22/2019,6,13
10/22/2019,7,14
10/22/2019,8,16
10/22/2019,9,20
10/22/2019,10,24
10/22/2019,11,33
10/22/2019,12,47
10/22/2019,13,58
10/22/2019,14,55
10/22/2019,15,57
10/22/2019,16,55
10/22/2019,17,56
10/22/2019,18,56
10/22/2019,19,58
10/22/2019,20,58
10/22/2019,21,59
10/22/2019,22,48
10/22/2019,23,37
10/23/2019,0,30
10/23/2019,1,22
10/23/2019,2,18
10/23/2019,3,17
10/23/2019,4,13
10/23/2019,5,9
10/23/2019,6,9
10/23/2019,7,10
10/23/2019,8,15
10/23/2019,9,20
10/23/2019,10,27
10/23/2019,11,29
10/23/2019,12,39
10/23/2019,13,40
10/23/2019,14,44
10/23/2019,15,40
10/23/2019,16,46
10/23/2019,17,42
10/23/2019,18,48
10/23/2019,19,45
10/23/2019,20,44
10/23/2019,21,44
10/23/2019,22,36
10/23/2019,23,32
10/24/2019,1,16
10/24/2019,2,15
10/24/2019,3,14
10/24/2019,4,8
10/24/2019,5,11
10/24/2019,6,12
10/24/2019,7,10
10/24/2019,8,10
10/24/2019,9,12
10/24/2019,10,18
10/24/2019,11,28
10/24/2019,12,32
10/24/2019,13,39
10/24/2019,14,49
10/24/2019,15,53
10/24/2019,16,56
10/24/2019,17,62
10/24/2019,18,55
10/24/2019,19,55
10/24/2019,20,65
10/24/2019,21,54
10/24/2019,22,47
10/24/2019,23,39
10/25/2019,0,36
10/25/2019,1,33
10/25/2019,2,34
10/25/2019,3,34
10/25/2019,4,22
10/25/2019,5,20
10/25/2019,6,17
10/25/2019,7,15
10/25/2019,8,13
10/25/2019,9,14
10/25/2019,10,23
10/25/2019,11,33
10/25/2019,12,44
10/25/2019,13,43
10/25/2019,14,45
10/25/2019,15,55
10/25/2019,16,61
10/25/2019,17,61
10/25/2019,18,58
10/25/2019,19,56
10/25/2019,20,50
10/25/2019,21,39
10/25/2019,22,33
10/25/2019,23,31
10/26/2019,0,27
10/26/2019,1,25
10/26/2019,2,24
10/26/2019,3,22
10/26/2019,4,17
10/26/2019,5,19
10/26/2019,6,19
10/26/2019,7,17
10/26/2019,8,17
10/26/2019,9,10
10/26/2019,10,13
10/26/2019,11,19
10/26/2019,12,24
10/26/2019,13,34
10/26/2019,14,39
10/26/2019,15,31
10/26/2019,16,36
10/26/2019,17,39
10/26/2019,18,38
10/26/2019,19,39
10/26/2019,20,44
10/26/2019,21,46
10/26/2019,22,48
10/26/2019,23,41
10/27/2019,0,43
10/27/2019,1,36
10/27/2019,2,38
10/27/2019,3,38
10/27/2019,4,38
10/27/2019,5,38
10/27/2019,6,38
10/27/2019,7,38
10/27/2019,9,38
10/27/2019,10,38
10/27/2019,11,38
10/27/2019,12,36
10/27/2019,13,41
10/27/2019,14,33
10/27/2019,15,19
10/27/2019,16,20
10/27/2019,17,21
10/27/2019,18,28
10/27/2019,19,35
10/27/2019,20,35
10/27/2019,21,22
10/27/2019,22,21
10/27/2019,23,27
10/28/2019,1,31
10/28/2019,2,22
10/28/2019,3,21
10/28/2019,4,15
10/28/2019,5,14
10/28/2019,6,15
10/28/2019,7,18
10/28/2019,8,17
10/28/2019,9,19
10/28/2019,10,30
10/28/2019,11,37
10/28/2019,12,41
10/28/2019,13,55
10/28/2019,14,62
10/28/2019,15,59
10/28/2019,16,64
10/30/2019,9,25
10/30/2019,10,35
10/30/2019,11,47
10/30/2019,12,45
10/30/2019,13,55
10/30/2019,14,54
10/30/2019,15,55
10/30/2019,16,57
10/30/2019,17,64
10/30/2019,18,59
10/30/2019,19,60
10/30/2019,20,57
10/30/2019,21,44
10/30/2019,22,40
10/30/2019,23,46
10/31/2019,0,37
10/31/2019,1,31
10/31/2019,2,23
10/31/2019,3,19
10/31/2019,4,15
10/31/2019,5,14
10/31/2019,6,11
10/31/2019,7,12
10/31/2019,8,14
10/31/2019,9,21
10/31/2019,10,27
10/31/2019,11,29
10/31/2019,12,37
10/31/2019,13,40
10/31/2019,14,40
10/31/2019,15,41
10/31/2019,16,44
10/31/2019,17,44
10/31/2019,18,35
10/31/2019,19,29
10/31/2019,20,25
10/31/2019,21,27
10/31/2019,22,28
10/31/2019,23,25
11/1/2019,0,22
11/1/2019,1,20
11/1/2019,2,19
11/1/2019,3,12
11/1/2019,4,9
11/1/2019,5,10
11/1/2019,6,7
11/1/2019,7,7
11/1/2019,8,13
11/1/2019,9,17
11/1/2019,10,21
11/1/2019,11,28
11/1/2019,12,41
11/1/2019,13,52
11/1/2019,14,52
11/1/2019,15,45
11/1/2019,16,49
11/1/2019,17,50
11/1/2019,18,60
11/1/2019,19,56
11/1/2019,20,54
11/1/2019,21,56
11/1/2019,22,45
11/1/2019,23,41
11/2/2019,0,39
11/2/2019,1,33
11/2/2019,2,30
11/2/2019,3,26
11/2/2019,4,22
11/2/2019,5,21
11/2/2019,6,15
11/2/2019,7,15
11/2/2019,8,14
11/2/2019,9,12
11/2/2019,10,19
11/2/2019,11,28
11/2/2019,12,38
11/2/2019,13,50
11/2/2019,14,50
11/2/2019,15,53
11/2/2019,16,49
11/2/2019,17,44
11/2/2019,18,36
11/2/2019,19,36
11/2/2019,20,38
11/2/2019,21,39
11/2/2019,22,31
11/2/2019,23,30
11/3/2019,0,33
11/3/2019,1,31
11/3/2019,2,24
11/3/2019,3,18
11/3/2019,4,13
11/3/2019,5,10
11/3/2019,6,5
11/3/2019,7,7
11/3/2019,8,13
11/3/2019,9,16
11/3/2019,10,23
11/3/2019,11,22
11/3/2019,12,27
11/3/2019,13,33
11/3/2019,14,42
11/3/2019,15,41
11/3/2019,16,46
11/3/2019,17,43
11/3/2019,18,43
11/3/2019,19,42
11/3/2019,20,35
11/3/2019,21,26
11/3/2019,22,29
11/3/2019,23,25
11/4/2019,0,19
11/4/2019,1,23
11/4/2019,2,20
11/4/2019,3,19
11/4/2019,4,13
11/4/2019,5,13
11/4/2019,6,8
11/4/2019,7,11
11/4/2019,8,16
11/4/2019,9,21
11/4/2019,10,29
11/4/2019,11,43
11/4/2019,12,60
11/4/2019,13,65
11/4/2019,14,72
11/4/2019,15,68
11/4/2019,16,64
11/4/2019,17,66
11/4/2019,18,63
11/4/2019,19,58
11/4/2019,20,53
11/4/2019,21,46
11/4/2019,22,46
11/4/2019,23,38
11/5/2019,0,36
11/5/2019,1,24
11/5/2019,2,15
11/5/2019,3,13
11/5/2019,4,13
11/5/2019,5,9
11/5/2019,6,7
11/5/2019,7,10
11/5/2019,8,11
11/5/2019,9,15
11/5/2019,10,20
11/5/2019,11,26
11/5/2019,12,32
11/5/2019,13,34
11/5/2019,14,46
11/5/2019,15,47
11/5/2019,16,52
11/5/2019,17,55
11/5/2019,18,62
11/5/2019,19,51
11/5/2019,20,53
11/5/2019,21,55
11/5/2019,22,44
11/5/2019,23,39
11/6/2019,0,32
11/6/2019,1,24
11/6/2019,2,18
11/6/2019,3,15
11/6/2019,4,13
11/6/2019,5,13
11/6/2019,6,11
11/6/2019,7,12
11/6/2019,8,17
11/6/2019,9,19
11/6/2019,10,22
11/6/2019,11,29
11/6/2019,12,44
11/6/2019,13,41
11/6/2019,14,52
11/6/2019,15,45
11/6/2019,16,58
11/6/2019,17,62
11/6/2019,18,63
11/6/2019,19,64
11/6/2019,20,66
11/6/2019,21,62
11/6/2019,22,59
11/6/2019,23,48
11/7/2019,0,42
11/7/2019,1,35
11/7/2019,2,27
11/7/2019,3,22
11/7/2019,4,15
11/7/2019,5,12
11/7/2019,6,10
11/7/2019,7,11
11/7/2019,8,14
11/7/2019,9,22
11/7/2019,10,28
11/7/2019,11,30
11/7/2019,12,33
11/7/2019,13,33
11/7/2019,14,47
11/7/2019,15,42
11/7/2019,16,50
11/7/2019,17,54
11/7/2019,18,53
11/7/2019,19,51
11/7/2019,20,39
11/7/2019,21,37
11/7/2019,22,32
11/7/2019,23,23
11/8/2019,0,20
11/8/2019,1,20
11/8/2019,2,13
11/8/2019,3,9
11/8/2019,4,3
11/8/2019,5,6
11/8/2019,6,8
11/8/2019,7,7
11/8/2019,8,8
11/8/2019,9,13
11/8/2019,10,21
11/8/2019,11,29
11/8/2019,12,43
11/8/2019,13,45
11/8/2019,14,43
11/8/2019,15,38
11/8/2019,16,41
11/8/2019,17,48
11/8/2019,18,39
11/8/2019,19,44
11/8/2019,20,41
11/8/2019,21,33
11/8/2019,22,35
11/8/2019,23,36
11/9/2019,0,31
11/9/2019,1,31
11/9/2019,2,27
11/9/2019,3,21
11/9/2019,4,20
11/9/2019,5,18
11/9/2019,6,14
11/9/2019,7,15
11/9/2019,8,17
11/9/2019,9,18
11/9/2019,10,24
11/9/2019,11,27
11/9/2019,12,35
11/9/2019,13,41
11/9/2019,14,41
11/9/2019,15,40
11/9/2019,16,40
11/9/2019,17,35
11/9/2019,18,23
11/9/2019,19,24
11/9/2019,20,30
11/9/2019,21,27
11/9/2019,22,24
11/9/2019,23,27
11/10/2019,0,26
11/10/2019,1,24
11/10/2019,2,20
11/10/2019,3,16
11/10/2019,4,13
11/10/2019,5,9
11/10/2019,6,10
11/10/2019,7,8
11/10/2019,8,9
11/10/2019,9,12
11/10/2019,10,19
11/10/2019,11,25
11/10/2019,12,32
11/10/2019,13,39
11/10/2019,14,47
11/10/2019,15,50
11/10/2019,16,47
11/10/2019,17,49
11/10/2019,18,39
11/10/2019,19,37
11/10/2019,20,29
11/10/2019,21,28
11/10/2019,22,25
11/10/2019,23,26
11/11/2019,0,22
11/11/2019,1,24
11/11/2019,2,19
11/11/2019,3,12
11/11/2019,4,8
11/11/2019,5,6
11/11/2019,6,5
11/11/2019,7,5
11/11/2019,8,15
11/11/2019,9,21
11/11/2019,10,39
11/11/2019,11,52
11/11/2019,12,62
11/11/2019,13,66
11/11/2019,14,75
11/11/2019,15,75
11/11/2019,16,73
11/11/2019,17,78
11/11/2019,18,76
11/11/2019,19,72
11/11/2019,20,73
11/11/2019,21,68
11/11/2019,22,53
11/11/2019,23,45
11/12/2019,0,34
11/12/2019,1,33
11/12/2019,2,27
11/12/2019,3,22
11/12/2019,4,15
11/12/2019,5,13
11/12/2019,6,15
11/12/2019,7,14
11/12/2019,8,19
11/12/2019,9,22
11/12/2019,10,31
11/12/2019,11,37
11/12/2019,12,43
11/12/2019,13,48
11/12/2019,14,50
11/12/2019,15,56
11/12/2019,16,60
11/12/2019,17,59
11/12/2019,18,60
11/12/2019,19,64
11/12/2019,20,67
11/12/2019,21,60
11/12/2019,22,50
11/12/2019,23,44
11/13/2019,0,36
11/13/2019,1,28
11/13/2019,2,29
11/13/2019,3,22
11/13/2019,4,22
11/13/2019,5,18
11/13/2019,6,16
11/13/2019,7,12
11/13/2019,8,11
11/13/2019,9,19
11/13/2019,10,28
11/13/2019,11,36
11/13/2019,12,38
11/13/2019,13,46
11/13/2019,14,50
11/13/2019,15,47
11/13/2019,16,42
11/13/2019,17,44
11/13/2019,18,45
11/13/2019,19,45
11/13/2019,20,42
11/13/2019,21,43
11/13/2019,22,37
11/13/2019,23,33
11/14/2019,0,25
11/14/2019,1,18
11/14/2019,2,20
11/14/2019,3,16
11/14/2019,4,17
11/14/2019,5,16
11/14/2019,6,13
11/14/2019,7,13
11/14/2019,8,18
11/14/2019,9,24
11/14/2019,10,41
11/14/2019,11,53
11/14/2019,12,63
11/14/2019,13,69
11/14/2019,14,75
11/14/2019,15,84
11/14/2019,16,78
11/14/2019,17,72
11/14/2019,18,71
11/14/2019,19,72
11/14/2019,20,63
11/14/2019,21,58
11/14/2019,22,50
11/14/2019,23,47
11/15/2019,0,42
11/15/2019,1,35
11/15/2019,2,27
11/15/2019,3,20
11/15/2019,4,13
11/15/2019,5,12
11/15/2019,6,12
11/15/2019,7,14
11/15/2019,8,16
11/15/2019,9,23
11/15/2019,10,31
11/15/2019,11,37
11/15/2019,12,48
11/15/2019,13,51
11/15/2019,14,59
11/15/2019,15,64
11/15/2019,16,68
11/15/2019,17,67
11/15/2019,18,75
11/15/2019,19,81
11/15/2019,20,77
11/15/2019,21,61
11/15/2019,22,61
11/15/2019,23,53
11/16/2019,0,45
11/16/2019,1,36
11/16/2019,2,30
11/16/2019,3,28
11/16/2019,4,26
11/16/2019,5,20
11/16/2019,6,13
11/16/2019,7,15
11/16/2019,8,15
11/16/2019,9,22
11/16/2019,10,29
11/16/2019,11,37
11/16/2019,12,44
11/16/2019,13,51
11/16/2019,14,50
11/16/2019,15,49
11/16/2019,16,42
11/16/2019,17,36
11/16/2019,18,38
11/16/2019,19,35
11/16/2019,20,39
11/16/2019,21,35
11/16/2019,22,26
11/16/2019,23,23
11/17/2019,0,21
11/17/2019,1,24
11/17/2019,2,20
11/17/2019,3,18
11/17/2019,4,17
11/17/2019,5,13
11/17/2019,6,11
11/17/2019,7,11
11/17/2019,8,15
11/17/2019,9,23
11/17/2019,10,28
11/17/2019,11,40
11/17/2019,12,41
11/17/2019,13,48
11/17/2019,14,45
11/17/2019,15,39
11/17/2019,16,39
11/17/2019,17,44
11/17/2019,18,45
11/17/2019,19,53
11/17/2019,20,51
11/17/2019,21,47
11/17/2019,22,35
11/17/2019,23,34
11/18/2019,0,28
11/18/2019,1,22
11/18/2019,2,15
11/18/2019,3,13
11/18/2019,4,13
11/18/2019,5,14
11/18/2019,6,16
11/18/2019,7,18
11/18/2019,8,14
11/18/2019,9,17
11/18/2019,10,22
11/18/2019,11,30
11/18/2019,12,35
11/18/2019,13,39
11/18/2019,14,47
11/18/2019,15,58
11/18/2019,16,59
11/18/2019,17,60
11/18/2019,18,66
11/18/2019,19,70
11/18/2019,20,72
11/18/2019,21,68
11/18/2019,22,63
11/18/2019,23,58
11/19/2019,0,48
11/19/2019,1,37
11/19/2019,2,31
11/19/2019,3,26
11/19/2019,4,19
11/19/2019,5,19
11/19/2019,6,16
11/19/2019,7,16
11/19/2019,8,20
11/19/2019,9,28
11/19/2019,10,30
11/19/2019,11,37
11/19/2019,12,44
11/19/2019,13,53
11/19/2019,14,58
11/19/2019,15,57
11/19/2019,16,61
11/19/2019,17,57
11/19/2019,18,55
11/19/2019,19,50
11/19/2019,20,51
11/19/2019,21,46
11/19/2019,22,48
11/19/2019,23,42
11/20/2019,0,29
11/20/2019,1,28
11/20/2019,2,27
11/20/2019,3,21
11/20/2019,4,18
11/20/2019,5,16
11/20/2019,6,15
11/20/2019,7,14
11/20/2019,8,12
11/20/2019,9,16
11/20/2019,10,24
11/20/2019,11,37
11/20/2019,12,48
11/20/2019,13,52
11/20/2019,14,52
11/20/2019,15,49
11/20/2019,16,51
11/20/2019,17,54
11/20/2019,18,56
11/20/2019,19,54
11/20/2019,20,51
11/20/2019,21,47
11/20/2019,22,40
11/20/2019,23,34
11/21/2019,0,28
11/21/2019,1,26
11/21/2019,2,25
11/21/2019,3,14
11/21/2019,4,12
11/21/2019,5,14
11/21/2019,6,11
11/21/2019,7,17
11/21/2019,8,18
11/21/2019,9,22
11/21/2019,10,34
11/21/2019,11,38
11/21/2019,12,44
11/21/2019,13,55
11/21/2019,14,60
11/21/2019,15,64
11/21/2019,16,65
11/21/2019,17,67
11/21/2019,18,66
11/21/2019,19,61
11/21/2019,20,59
11/21/2019,21,63
11/21/2019,22,49
11/21/2019,23,52
11/22/2019,0,50
11/22/2019,1,39
11/22/2019,2,25
11/22/2019,3,15
11/22/2019,4,12
11/22/2019,5,12
11/22/2019,6,13
11/22/2019,7,14
11/22/2019,8,18
11/22/2019,9,22
11/22/2019,10,33
11/22/2019,11,42
11/22/2019,12,51
11/22/2019,13,58
11/22/2019,14,61
11/22/2019,15,65
11/22/2019,16,60
11/22/2019,17,59
11/22/2019,18,52
11/22/2019,19,52
11/22/2019,20,51
11/22/2019,21,52
11/22/2019,22,48
11/22/2019,23,43
11/23/2019,0,33
11/23/2019,1,24
11/23/2019,2,21
11/23/2019,3,18
11/23/2019,4,14
11/23/2019,5,13
11/23/2019,6,11
11/23/2019,7,6
11/23/2019,8,7
11/23/2019,9,11
11/23/2019,10,17
11/23/2019,11,23
11/23/2019,12,30
11/23/2019,13,35
11/23/2019,14,33
11/23/2019,15,36
11/23/2019,16,46
11/23/2019,17,36
11/23/2019,18,37
11/23/2019,19,26
11/23/2019,20,31
11/23/2019,21,24
11/23/2019,22,25
11/23/2019,23,24
11/24/2019,0,23
11/24/2019,1,22
11/24/2019,2,17
11/24/2019,3,17
11/24/2019,4,16
11/24/2019,5,9
11/24/2019,6,9
11/24/2019,7,10
11/24/2019,8,11
11/24/2019,9,19
11/24/2019,10,25
11/24/2019,11,40
11/24/2019,12,47
11/24/2019,13,52
11/24/2019,14,60
11/24/2019,15,57
11/24/2019,16,53
11/24/2019,17,41
11/24/2019,18,36
11/24/2019,19,36
11/24/2019,20,41
11/24/2019,21,36
11/24/2019,22,35
11/24/2019,23,31
11/25/2019,0,26
11/25/2019,1,25
11/25/2019,2,17
11/25/2019,3,15
11/25/2019,4,12
11/25/2019,5,12
11/25/2019,6,11
11/25/2019,7,12
11/25/2019,8,22
11/25/2019,9,28
11/25/2019,10,37
11/25/2019,11,45
11/25/2019,12,47
11/25/2019,13,54
11/25/2019,14,55
11/25/2019,15,54
11/25/2019,16,53
11/25/2019,17,65
11/25/2019,18,72
11/25/2019,19,60
11/25/2019,20,64
11/25/2019,21,69
11/25/2019,22,60
11/25/2019,23,56
11/26/2019,0,51
11/26/2019,1,45
11/26/2019,2,33
11/26/2019,3,25
11/26/2019,4,17
11/26/2019,6,13
11/26/2019,7,15
11/26/2019,8,17
11/26/2019,9,26
11/26/2019,10,31
11/26/2019,11,41
11/26/2019,12,34
11/26/2019,13,38
11/26/2019,14,36
11/26/2019,15,40
11/26/2019,16,45
11/26/2019,17,51
11/26/2019,18,51
11/26/2019,19,52
11/26/2019,20,51
11/26/2019,21,45
11/26/2019,22,40
11/26/2019,23,33
11/27/2019,0,22
11/27/2019,1,18
11/27/2019,2,18
11/27/2019,3,16
11/27/2019,4,18
11/27/2019,5,12
11/27/2019,6,11
11/27/2019,7,12
11/27/2019,8,10
11/27/2019,9,11
11/27/2019,10,13
11/27/2019,11,21
11/27/2019,12,26
11/27/2019,13,32
11/27/2019,14,30
11/27/2019,15,32
11/27/2019,16,37
11/27/2019,17,39
11/27/2019,18,42
11/27/2019,19,46
11/27/2019,20,43
11/27/2019,21,44
11/27/2019,22,34
11/27/2019,23,31
11/28/2019,0,25
11/28/2019,1,22
11/28/2019,2,16
11/28/2019,3,18
11/28/2019,4,17
11/28/2019,5,16
11/28/2019,6,9
11/28/2019,7,15
11/28/2019,8,21
11/28/2019,9,22
11/28/2019,10,32
11/28/2019,11,36
11/28/2019,12,35
11/28/2019,13,31
11/28/2019,14,25
11/28/2019,15,26
11/28/2019,16,24
11/28/2019,17,22
11/28/2019,18,32
11/28/2019,19,29
11/28/2019,20,30
11/28/2019,21,32
11/28/2019,22,23
11/28/2019,23,20
11/29/2019,0,22
11/29/2019,1,18
11/29/2019,2,17
11/29/2019,3,10
11/29/2019,4,6
11/29/2019,5,4
11/29/2019,6,3
11/29/2019,7,9
11/29/2019,8,13
11/29/2019,9,24
11/29/2019,10,33
11/29/2019,11,42
11/29/2019,12,53
11/29/2019,13,65
11/29/2019,14,70
11/29/2019,15,58
11/29/2019,16,67
11/29/2019,17,62
11/29/2019,18,63
11/29/2019,19,60
11/29/2019,20,59
11/29/2019,21,52
11/29/2019,22,42
11/29/2019,23,42
11/30/2019,0,34
11/30/2019,1,23
11/30/2019,2,20
11/30/2019,3,18
11/30/2019,4,17
11/30/2019,5,12
11/30/2019,6,12
11/30/2019,7,9
11/30/2019,8,12
11/30/2019,9,24
